time,p_l2,ux_l2,uy_l2
0.0082,9.9235185977553e-07,1.6929182661395e-08,1.7391941330562e-08
0.0083,1.0048602685902e-06,1.7135717094216e-08,1.7604382233782e-08
0.0084,1.0173688470244e-06,1.7342251483726e-08,1.7816823095714e-08
0.0085,1.0298775879801e-06,1.7548785823613e-08,1.8029263909446e-08
0.0086,1.0423864848761e-06,1.7755320107518e-08,1.8241704667821e-08
0.0087,1.0548955313091e-06,1.7961854329253e-08,1.8454145364087e-08
0.0088,1.0674047213807e-06,1.8168388483157e-08,1.8666585991778e-08
0.0089,1.0799140493327e-06,1.837492256348e-08,1.8879026544756e-08
0.009,1.0924235098049e-06,1.858145656473e-08,1.9091467016853e-08
0.0091,1.1049330976206e-06,1.8787990481339e-08,1.9303907402204e-08
0.0092,1.1174428078889e-06,1.8994524308235e-08,1.9516347695079e-08
0.0093,1.1299526359159e-06,1.9201058040046e-08,1.9728787890387e-08
0.0094,1.142462577241e-06,1.9407591671997e-08,1.9941227982408e-08
0.0095,1.1549726276514e-06,1.9614125199019e-08,2.0153667965911e-08
0.0096,1.1674827830189e-06,1.9820658616413e-08,2.0366107835943e-08
0.0097,1.1799930394606e-06,2.0027191919541e-08,2.0578547587584e-08
0.0098,1.1925033932295e-06,2.0233725103801e-08,2.0790987216078e-08
0.0099,1.2050138407687e-06,2.0440258164707e-08,2.1003426716498e-08
0.01,1.2175243786378e-06,2.0646791097949e-08,2.1215866084525e-08
