id,p,ux,uy,x,y,z
0.61,4.5641043378896e-05,3.2126944772146e-05,0,0.61,0,0
0.62,4.5931790178089e-05,3.2662891563756e-05,0,0.62,0,0
0.63,4.6222536977281e-05,3.3199945251602e-05,0,0.63,0,0
0.64,4.6513283776473e-05,3.3738105835684e-05,0,0.64,0,0
0.65,4.6804030575665e-05,3.4277373316002e-05,0,0.65,0,0
0.66,4.7094777374857e-05,3.4817747692556e-05,0,0.66,0,0
0.67,4.738552417405e-05,3.5359228965347e-05,0,0.67,0,0
0.68,4.7676270973242e-05,3.5901817134374e-05,0,0.68,0,0
0.69,4.7967017772434e-05,3.6445512199636e-05,0,0.69,0,0
0.7,4.8257764571626e-05,3.6990314161135e-05,0,0.7,0,0
0.71,4.8548511370818e-05,3.753622301887e-05,0,0.71,0,0
0.72,4.8839258170011e-05,3.8083238772842e-05,0,0.72,0,0
0.73,4.9130004969203e-05,3.8631361423049e-05,0,0.73,0,0
0.74,4.9420751768395e-05,3.9180590969492e-05,0,0.74,0,0
0.75,4.9711498567587e-05,3.9730927412172e-05,0,0.75,0,0
0.76,4.7723038624884e-05,4.0278032190232e-05,0,0.76,0,0
0.77,4.573457868218e-05,4.0817566742816e-05,0,0.77,0,0
0.78,4.3746118739477e-05,4.1349531069924e-05,0,0.78,0,0
0.79,4.1757658796773e-05,4.1873925171556e-05,0,0.79,0,0
0.8,3.976919885407e-05,4.2390749047712e-05,0,0.8,0,0
0.81,3.7780738911366e-05,4.2900002698393e-05,0,0.81,0,0
0.82,3.5792278968663e-05,4.3401686123598e-05,0,0.82,0,0
0.83,3.3803819025959e-05,4.3895799323327e-05,0,0.83,0,0
0.84,3.1815359083256e-05,4.438234229758e-05,0,0.84,0,0
0.85,2.9826899140552e-05,4.4861315046357e-05,0,0.85,0,0
0.86,2.7838439197849e-05,4.5332717569659e-05,0,0.86,0,0
0.87,2.5849979255145e-05,4.5796549867485e-05,0,0.87,0,0
0.88,2.3861519312442e-05,4.6252811939835e-05,0,0.88,0,0
0.89,2.1873059369738e-05,4.6701503786709e-05,0,0.89,0,0
0.9,1.9884599427035e-05,4.7142625408107e-05,0,0.9,0,0
0.91,1.7896139484331e-05,4.757617680403e-05,0,0.91,0,0
0.92,1.5907679541628e-05,4.8002157974477e-05,0,0.92,0,0
0.93,1.3919219598924e-05,4.8420568919448e-05,0,0.93,0,0
0.94,1.1930759656221e-05,4.8831409638943e-05,0,0.94,0,0
0.95,9.9422997135174e-06,4.9234680132962e-05,0,0.95,0,0
0.96,7.953839770814e-06,4.9630380401506e-05,0,0.96,0,0
0.97,5.9653798281105e-06,5.0018510444574e-05,0,0.97,0,0
0.98,3.976919885407e-06,5.0399070262166e-05,0,0.98,0,0
0.99,1.9884599427035e-06,5.0772059854282e-05,0,0.99,0,0
1,4.7504217636278e-29,5.1137479220922e-05,0,1,0,0
