axial_over_volume,normalized_coupling,shear_per_pressure
0.039905246299377604,-0.85,-0.06563785805874069
0.039905246299377604,-0.825,-0.06355251471130069
0.039905246299377604,-0.8,-0.06148173134523254
0.039905246299377604,-0.775,-0.059424956884745556
0.039905246299377604,-0.75,-0.057381651391994984
0.039905246299377604,-0.725,-0.05535128555277389
0.039905246299377604,-0.7,-0.0533333401805018
0.039905246299377604,-0.675,-0.05132730573748478
0.039905246299377604,-0.65,-0.04933268187247325
0.039905246299377604,-0.625,-0.04734897697359283
0.039905246299377604,-0.6,-0.04537570773576896
0.039905246299377604,-0.575,-0.04341239874180816
0.039905246299377604,-0.55,-0.04145858205633846
0.039905246299377604,-0.525,-0.039513796831848386
0.039905246299377604,-0.5,-0.037577588926097985
0.039905246299377604,-0.475,-0.03564951053020766
0.039905246299377604,-0.45,-0.033729119806759876
0.039905246299377604,-0.425,-0.03181598053727707
0.039905246299377604,-0.4,-0.029909661778463836
0.039905246299377604,-0.375,-0.0280097375266263
0.039905246299377604,-0.35,-0.02611578638970283
0.039905246299377604,-0.32499999999999996,-0.024227391266360993
0.039905246299377604,-0.29999999999999993,-0.022344139031634232
0.039905246299377604,-0.275,-0.020465620228589342
0.039905246299377604,-0.25,-0.018591428765530865
0.039905246299377604,-0.22499999999999998,-0.016721161618264313
0.039905246299377604,-0.19999999999999996,-0.014854418536951585
0.039905246299377604,-0.17499999999999993,-0.012990801757105156
0.039905246299377604,-0.15000000000000002,-0.011129915714277662
0.039905246299377604,-0.125,-0.009271366762012945
0.039905246299377604,-0.09999999999999998,-0.007414762892633015
0.039905246299377604,-0.07499999999999996,-0.005559713460442758
0.039905246299377604,-0.04999999999999993,-0.0037058289069400834
0.039905246299377604,-0.025000000000000022,-0.0018527204876243293
0.039905246299377604,0.0,-4.906538933386797e-18
0.039905246299377604,0.025000000000000022,0.0018527204876243293
0.039905246299377604,0.050000000000000044,0.003705828906940103
0.039905246299377604,0.07500000000000007,0.00555971346044278
0.039905246299377604,0.09999999999999998,0.007414762892633018
0.039905246299377604,0.1250000000000001,0.00927136676201296
0.039905246299377604,0.15000000000000002,0.011129915714277678
0.039905246299377604,0.17499999999999993,0.012990801757105156
0.039905246299377604,0.20000000000000007,0.0148544185369516
0.039905246299377604,0.22499999999999998,0.01672116161826433
0.039905246299377604,0.2500000000000001,0.018591428765530875
0.039905246299377604,0.275,0.020465620228589342
0.039905246299377604,0.30000000000000016,0.02234413903163425
0.039905246299377604,0.32500000000000007,0.024227391266360997
0.039905246299377604,0.35,0.02611578638970282
0.039905246299377604,0.3750000000000001,0.028009737526626315
0.039905246299377604,0.4,0.029909661778463832
0.039905246299377604,0.42500000000000016,0.0318159805372771
0.039905246299377604,0.45000000000000007,0.03372911980675989
0.039905246299377604,0.475,0.03564951053020765
0.039905246299377604,0.5000000000000001,0.037577588926098
0.039905246299377604,0.525,0.03951379683184838
0.039905246299377604,0.5500000000000002,0.04145858205633849
0.039905246299377604,0.5750000000000001,0.04341239874180817
0.039905246299377604,0.6,0.04537570773576895
0.039905246299377604,0.6250000000000001,0.047348976973592846
0.039905246299377604,0.65,0.04933268187247325
0.039905246299377604,0.6750000000000002,0.05132730573748478
0.039905246299377604,0.7000000000000001,0.0533333401805018
